track_name|track_uri|danceability|energy|speechiness|instrumentalness|tempo|acousticness|duration_ms|key|liveness|loudness|mode|time_signature|type|valence
Forever & Always (Taylor’s Version)|1msEuwSBneBKpVCZQcFTsU|0.598|0.821|0.0447|0.0|128.03|0.0231|225328|10|0.143|-4.433|1|4|audio_features|0.673
Letterman|4EsYkJjHKMejYLp54woB9c|0.93|0.673|0.0733|0.0|134.984|0.0112|188563|10|0.138|-7.314|0|4|audio_features|0.219
Mon Ami|1R4xkZXQUQ8QJtAdwHkSgC|0.801|0.731|0.383|0.0|105.666|0.188|138409|8|0.111|-3.723|1|4|audio_features|0.537
King of the Clouds|50Hv5NZIM0puIUoBttjpfb|0.285|0.922|0.247|0.0|198.063|0.237|160747|2|0.159|-1.932|0|3|audio_features|0.472
Fair Trade (with Travis Scott)|40iJIUlhi6renaREYGeIDS|0.666|0.465|0.26|0.0|167.937|0.0503|291175|1|0.215|-8.545|1|4|audio_features|0.292
You Be Love (feat. Billy Raffoul)|12ip0ceCeszDTDFxDY1AXJ|0.826|0.466|0.0425|0.0092|124.95|0.0351|207546|4|0.0833|-7.521|0|4|audio_features|0.548
The Days|5Iy2Jj87Ha0C0IBlNE1I4y|0.59|0.724|0.0439|4.07e-05|127.059|0.04|278480|0|0.142|-3.278|1|4|audio_features|0.526
Tip Toe (feat. A Boogie Wit da Hoodie)|6ztvsy3C6hPjVg9j4x1XKJ|0.757|0.673|0.141|0.0|92.958|0.095|185806|1|0.338|-8.513|1|3|audio_features|0.574
Go Crazy|1IIKrJVP1C9N7iPtG6eOsK|0.755|0.578|0.145|0.0|94.148|0.316|176960|0|0.25|-8.932|0|4|audio_features|0.581
Djomb - Bien ou quoi|0KBwGCY9RYD9t2zjeW4h48|0.945|0.676|0.207|0.00036|123.109|0.172|141893|1|0.322|-6.6|1|4|audio_features|0.631
3am|1OfLNb6dQ9dra1B58iT9Ex|0.385|0.871|0.0795|0.0|189.76|0.00906|234858|0|0.579|-4.604|0|4|audio_features|0.538
Teen X (feat. Future)|5uYqmEN6TAAE8ss8YmprNV|0.437|0.671|0.122|9.87e-06|197.192|0.00124|205996|1|0.136|-4.985|1|3|audio_features|0.0936
DODI|63THFs9ovzO3WQsz4lzh0H|0.823|0.56|0.0629|2.86e-05|146.958|0.0101|183046|10|0.126|-7.057|0|4|audio_features|0.371
MAMACITA|24IgCW19L8lXKyFZwzFtD3|0.88|0.626|0.0473|0.000755|105.01|0.19|251429|2|0.094|-7.062|1|4|audio_features|0.441
I'll Be Home for Christmas|0tXPhc8LvM4dPvoRwI66XQ|0.282|0.101|0.0315|5.05e-05|83.13|0.934|264827|7|0.159|-14.657|1|4|audio_features|0.141
Guiding Light|3qzp4hb3YaRIkezSceqpRR|0.55|0.686|0.0423|1.22e-05|100.05|0.0562|217633|7|0.0684|-8.653|1|4|audio_features|0.3
I Didn't Change My Number|7bcy34fBT2ap1L4bfPsl9q|0.849|0.48|0.226|0.269|142.021|0.612|158463|9|0.295|-5.835|1|4|audio_features|0.677
Higher (feat. Nipsey Hussle & John Legend)|6O10oTtZIZ4DkkUqyfCbrR|0.351|0.956|0.245|0.0|83.655|0.0949|176875|7|0.226|-1.996|1|4|audio_features|0.446
HOY COBRÉ|0tjZv2hChdHZCW1zFXpy1J|0.86|0.725|0.249|9.1e-05|145.001|0.0464|162151|11|0.0994|-6.7|1|4|audio_features|0.375
Patience (feat. YUNGBLUD & Polo G)|5J5CpT6bgE6KYKk23jgp9W|0.616|0.741|0.0426|0.0|122.012|0.00251|181720|7|0.307|-4.272|0|4|audio_features|0.431
No Me Conoce - Remix|4R8BJggjosTswLxtkw8V7P|0.806|0.786|0.0741|0.0|91.973|0.145|309120|10|0.0935|-3.831|0|4|audio_features|0.58
obvious|0q85C1JiECyYIQthz1posA|0.624|0.672|0.106|0.0|159.852|0.0967|146959|0|0.155|-5.334|1|4|audio_features|0.26
La Jeepeta - Remix|6bvfJf4KjonPMuPfGfy3S2|0.814|0.714|0.207|4.89e-06|176.013|0.297|345241|4|0.091|-4.65|0|4|audio_features|0.789
New Rules|2ekn2ttSfGqwhhate0LSR0|0.762|0.7|0.0694|1.56e-05|116.073|0.00261|209320|9|0.153|-6.021|0|4|audio_features|0.608
Nights Like This (feat. Ty Dolla $ign)|7e4KQkp5ZR1gXCAalRjX6B|0.61|0.725|0.15|0.0|146.163|0.367|201788|8|0.154|-5.131|1|4|audio_features|0.291
Richer (feat. Polo G)|7HsjuVBM93Z2RoxjpWLgTT|0.726|0.411|0.0671|0.0|137.905|0.438|190459|1|0.087|-12.929|1|3|audio_features|0.734
What U Sayin' (feat. Smokepurpp)|4at9j7aC7FvDlsllpOvsAC|0.949|0.524|0.0504|2.22e-05|122.959|0.238|140488|7|0.108|-7.283|1|4|audio_features|0.685
TATI|6kp0inxIexxSiDJfWqq0ZL|0.779|0.767|0.258|0.0|91.981|0.00214|154565|11|0.102|-5.462|0|4|audio_features|0.523
Higher (feat. Nipsey Hussle & John Legend)|5FYvEl2ThSP9THRBuB1qRB|0.351|0.956|0.245|0.0|83.655|0.0949|176875|7|0.226|-1.996|1|4|audio_features|0.446
brutal|6SRsiMl7w1USE4mFqrOhHC|0.672|0.526|0.0599|1.37e-06|123.999|0.0311|143747|4|0.28|-6.446|1|4|audio_features|0.28
Ela me Falou Que Quer Rave|0JdkDCdrhMOaeXjIZdeBXN|0.832|0.641|0.0897|0.0194|133.041|0.271|235207|4|0.487|-6.048|1|4|audio_features|0.932
Heart Of Glass (Live from the iHeart Festival)|5GK1GYXH16RdfmltogHhAk|0.58|0.908|0.0341|4.84e-05|115.016|0.000335|213672|4|0.087|-5.303|1|4|audio_features|0.427
Last Memory|66XXCMX3Na7KNfm5e0tOVZ|0.853|0.696|0.246|0.0|118.001|0.179|171270|1|0.286|-6.179|0|4|audio_features|0.184
A l'Ammoniaque|6aH3QgooXRmx8k8jzrSm3V|0.583|0.381|0.0429|0.000226|127.667|0.416|316378|9|0.0958|-10.033|0|4|audio_features|0.153
Run It Up (feat. Offset & Moneybagg Yo)|1dg3qy5DjoJodawfOCgrTP|0.88|0.575|0.163|0.0|120.031|0.415|232048|6|0.109|-6.091|1|4|audio_features|0.671
Curve (feat. The Weeknd)|2yuyaYAELoMG4ApV5wJsWR|0.76|0.476|0.241|0.0|147.01|0.294|161990|8|0.1|-8.103|1|4|audio_features|0.354
Levitating (feat. DaBaby)|463CkQjx2Zk1yXoBuierM9|0.702|0.825|0.0601|0.0|102.977|0.00883|203064|6|0.0674|-3.787|0|4|audio_features|0.915
My Universe - Instrumental|2sp32rIevQhpbo0Z4aQzoe|0.617|0.594|0.0366|0.911|105.013|0.0019|228000|1|0.144|-7.928|0|4|audio_features|0.177
Zoo York (feat. Fivio Foreign & Pop Smoke)|3Ddny34bFoYBb8dIGq5lwp|0.565|0.569|0.379|8.81e-06|92.466|0.0352|214825|6|0.106|-6.084|0|5|audio_features|0.303
Yesterday|7nXk8UzwYn0bKNH8NVz6xO|0.565|0.642|0.0473|0.0|156.027|0.237|205114|4|0.418|-6.162|1|3|audio_features|0.566
Propaganda - Ao Vivo|74n5d5M21JnC4WJ6gdkggK|0.614|0.782|0.0605|0.0|167.95|0.381|141935|2|0.399|-4.603|1|4|audio_features|0.77
The Lighthouse Keeper|2WUVQQAsWvScEdBVilRYaR|0.394|0.17|0.0451|0.0|130.721|0.889|247493|0|0.105|-10.368|1|3|audio_features|0.315
Filthy|5ZpjODX6OH1xZs3AOewTO6|0.745|0.579|0.138|0.0118|97.002|0.0354|293947|1|0.246|-5.771|1|4|audio_features|0.645
Dig Down|7JhTr0G0gr3ESY3B9uqPi4|0.325|0.418|0.0582|0.000335|190.738|0.08|228141|0|0.158|-6.052|1|3|audio_features|0.197
7am On Bridle Path|42m3eP1JJhtzffal9B136J|0.724|0.531|0.298|0.0|89.901|0.225|239635|5|0.11|-4.108|0|4|audio_features|0.141
At My Worst|0ri0Han4IRJhzvERHOZTMr|0.813|0.415|0.0349|0.0|91.921|0.777|170345|0|0.131|-5.926|1|4|audio_features|0.667
SPLIT DECISION|0l4CWlipuaIS4vzsNNWC4V|0.38|0.274|0.169|0.000685|178.027|0.854|186340|1|0.105|-13.106|0|4|audio_features|0.27
Wannabe|2CqMWqcHywYRvwzdw2Wh4P|0.917|0.828|0.0946|0.0|134.012|0.0959|78800|2|0.0789|-7.551|1|4|audio_features|0.706
Oh My Gawd (feat. Nicki Minaj & K4MO)|2tjbSkPKKH1GFUhSr96tq0|0.817|0.866|0.216|0.0|94.007|0.151|180000|7|0.0946|-3.86|0|4|audio_features|0.83
Lie Lie Lie|1jOBlsvKhdqjZAlUAia4Qz|0.617|0.835|0.0923|0.0|101.005|0.00503|176692|7|0.0793|-3.573|1|4|audio_features|0.835
positions|35mvY5S1H3J2QZyna3TFe0|0.737|0.802|0.0878|0.0|144.015|0.468|172325|0|0.0931|-4.771|1|4|audio_features|0.682
Te Vi|059bcIhyc2SBwm6sw2AZzd|0.877|0.777|0.117|3.46e-05|102.02|0.0446|231848|1|0.0863|-4.246|1|4|audio_features|0.706
Sacrifices|0xl1w2q4VLojeXp4JfazPL|0.903|0.439|0.397|0.0|139.112|0.0407|307593|8|0.138|-11.813|1|4|audio_features|0.532
Better|6zeeWid2sgw4lap2jV61PZ|0.596|0.552|0.097|0.334|97.949|0.0765|229320|0|0.104|-10.278|0|4|audio_features|0.112
I'm Gonna Be|4hDoWaIklSVAKLocU3IDBr|0.746|0.559|0.0316|0.0|117.943|0.703|200680|5|0.148|-4.008|1|4|audio_features|0.368
SCOOP (feat. Doja Cat)|6bpq1jGkVz66Q3LYeoXdjZ|0.841|0.527|0.149|1.54e-06|163.975|0.0427|174164|6|0.12|-8.116|1|4|audio_features|0.582
Santa Claus Is Comin' to Town|75clRtmtXSkZsPm6SjjQ5j|0.636|0.178|0.0656|0.0|139.997|0.663|154827|7|0.0964|-12.179|0|4|audio_features|0.643
‘tis the damn season|4GBkffrtA51p17JH35irGA|0.575|0.435|0.0311|5.38e-05|145.91|0.737|229840|5|0.105|-8.193|1|4|audio_features|0.351
Somebody That I Used To Know|1qDrWA6lyx8cLECdZE7TV7|0.865|0.521|0.0371|0.000115|129.059|0.548|244885|0|0.0989|-6.932|1|4|audio_features|0.748
I Can See|3R8CyhJfVjvgIROd5RSGhQ|0.699|0.503|0.0882|0.0126|114.86|0.391|220853|5|0.0996|-9.922|0|4|audio_features|0.0546
Change|3pjUyVbFmM96tYhSaKJwTt|0.74|0.523|0.233|0.00142|97.063|0.666|331480|11|0.0968|-10.753|0|4|audio_features|0.235
None Of Your Concern|1nal3Tf1OCV53KigMZXsZ7|0.422|0.546|0.249|0.0|74.741|0.844|262213|9|0.108|-8.155|0|4|audio_features|0.385
RICCHI E MORTI|2sCkQ5AoGNKy0urYd2E3BT|0.863|0.901|0.303|0.0|125.009|0.152|138240|5|0.526|-5.244|0|4|audio_features|0.584
Spoiled (feat. Pharrell)|20SBt8RWsCwOqdBbzova1C|0.828|0.552|0.158|2.84e-06|95.011|0.304|104842|8|0.0845|-5.411|0|4|audio_features|0.538
I Don't Want Your Money (feat. H.E.R.)|3FHXUqaUer9o231Je1zxIN|0.468|0.63|0.0843|0.0|91.419|0.31|204507|8|0.137|-6.536|0|4|audio_features|0.762
Santeria|4LKSaRoKNnlpKXTT663BrT|0.621|0.678|0.197|0.0|88.677|0.142|176027|8|0.098|-4.104|1|4|audio_features|0.0883
Good Drank|39pS70eeDvyCAF3t8NAlVV|0.836|0.776|0.239|0.0|130.033|0.274|222707|4|0.113|-0.804|0|4|audio_features|0.37
Anti-Romantic|6Aw4ogv0H5cbKfHDqIyruw|0.641|0.489|0.11|0.0|142.977|0.0509|215188|0|0.071|-8.668|0|4|audio_features|0.206
The Ocean (feat. Shy Martin)|2CPqh63wRVscbceKcPxwvv|0.632|0.575|0.029|1.81e-06|90.037|0.0225|183414|5|0.104|-6.478|1|4|audio_features|0.188
We Are Never Ever Getting Back Together (Taylor's Version)|31CdkzHnMbvJuKZvtCQfR6|0.567|0.686|0.175|1.86e-06|172.014|0.0317|193147|7|0.0732|-6.139|1|4|audio_features|0.716
gold rush|5BK0uqwY9DNfZ630STAEaq|0.512|0.462|0.0408|0.166|112.05|0.83|185320|9|0.121|-10.491|1|4|audio_features|0.353
Solar Power|3KdoeNlEN0BoAKWzaRLNZa|0.735|0.47|0.1|0.000105|87.971|0.266|192621|4|0.32|-9.405|1|4|audio_features|0.897
Traicionera|79Jhw5xn4gGn6PZak275gg|0.776|0.684|0.0511|0.0|91.003|0.134|228467|11|0.254|-4.95|1|4|audio_features|0.658
Red Light Green Light|1YDebgap5OFwXEBG18NJvy|0.933|0.656|0.322|0.0|119.987|0.129|159083|2|0.161|-5.85|1|4|audio_features|0.934
Soltera|4T4CZ3Q4z3GG7lU720YYhM|0.779|0.731|0.0399|0.0|91.991|0.445|213913|5|0.252|-4.324|1|4|audio_features|0.847
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)|4gzsuuZypVbxs0Af1LSZyB|0.639|0.703|0.0794|1.78e-06|169.888|0.0889|207301|4|0.0865|-6.33|0|4|audio_features|0.138
Mixed Personalities (feat. Kanye West)|6vWEAOUSxohKxhp0K1BsxL|0.661|0.44|0.0803|0.0|149.937|0.457|230400|2|0.128|-9.104|1|4|audio_features|0.352
Skechers|4z2JaAVPemYJhFKm7e32RA|0.907|0.332|0.0836|0.0168|99.998|0.326|106031|1|0.109|-9.828|1|4|audio_features|0.277
Veneno|1KFN3kB4hc6r7ILpifFsqf|0.792|0.768|0.107|3.39e-06|89.917|0.046|158005|4|0.067|-5.074|0|4|audio_features|0.295
Get Along Better|5ScbulRnixQ2XAdvrPMFjz|0.32|0.466|0.0374|0.0|177.693|0.00645|229304|8|0.133|-6.77|1|3|audio_features|0.338
Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix|4iiWcajF1fEUpwcUewc464|0.81|0.566|0.433|0.0|142.069|0.107|315346|5|0.122|-8.33|1|4|audio_features|0.582
Hard Work Pays Off|6gzIcEUuswJQGfJNPYMjjv|0.736|0.482|0.196|0.0|140.064|0.327|224507|4|0.229|-8.242|1|4|audio_features|0.608
Famous|19a3JfW8BQwqHWUMbcqSx8|0.465|0.735|0.117|0.0|173.935|0.0711|196040|6|0.0975|-3.715|1|4|audio_features|0.409
Easy Love|2ZE3DJuizYTad2S4CvRRhK|0.745|0.481|0.054|3.67e-06|137.001|0.302|224449|2|0.0808|-8.291|1|4|audio_features|0.229
Dynamite - Instrumental|6QBZlIxCB2lAPU2bM1ut1p|0.861|0.658|0.05|0.803|114.0|0.00903|198770|11|0.0443|-6.966|1|4|audio_features|0.625
PILL BREAKER (feat. blackbear & Machine Gun Kelly)|7jjnn6K7p5MgOFuqLypAcM|0.527|0.79|0.0788|0.0|153.034|0.016|177059|2|0.37|-6.268|1|3|audio_features|0.236
White Dress|4Hl9rOqYomojCmxYfr25im|0.493|0.263|0.0351|0.0|122.792|0.926|333710|0|0.0879|-12.805|1|4|audio_features|0.158
El Efecto|4SJHHpKhcuXwDsCsPqshXj|0.849|0.781|0.159|0.0|84.041|0.406|217143|0|0.0801|-4.635|0|4|audio_features|0.893
Molly Hearts|4J4SkI6qmb5ngZVw9mf9op|0.586|0.742|0.0408|0.0|80.977|0.0637|162960|11|0.302|-3.829|1|4|audio_features|0.658
Bad Girls, Good Vibes|7IxGslFZA5QhgXbUsDmcjf|0.826|0.368|0.133|0.0248|127.977|0.516|107446|7|0.0914|-12.761|0|4|audio_features|0.158
TRAGIC (feat. Youngboy Never Broke Again & Internet Money)|13EW51DKru044OJDJ9Bm8o|0.779|0.642|0.116|0.0|82.363|0.0383|153147|8|0.2|-6.321|0|4|audio_features|0.388
120|3KJ3opyV29269SXkPrc19l|0.636|0.656|0.0676|7.97e-06|171.918|0.451|151506|2|0.287|-5.542|0|4|audio_features|0.439
Final Fantasy|7ijJ5crvsnCvCLJbHpyq3j|0.461|0.449|0.442|8.29e-06|86.505|0.428|219960|0|0.115|-10.998|1|4|audio_features|0.104
BOOM!|2PsZsnqSMXt4oKi0xHVvgF|0.844|0.699|0.335|0.0|132.955|0.191|229525|1|0.194|-5.794|1|4|audio_features|0.753
Tell Em|7nc7mlSdWYeFom84zZ8Wr8|0.672|0.717|0.226|0.0|157.905|0.103|180380|5|0.398|-7.476|1|4|audio_features|0.473
Starving|6875MeXyCW0wLyT72Eetmo|0.668|0.613|0.102|0.0|99.852|0.414|181933|4|0.102|-4.225|1|4|audio_features|0.498
Green Light|1WC5UN1U79gJlxGLYDGIO7|0.61|0.712|0.0776|1.12e-05|128.921|0.0147|234662|9|0.0843|-7.808|1|4|audio_features|0.283
Dance To This (feat. Ariana Grande)|1NbGcdgwRHZ5rbPIT9hdR3|0.736|0.756|0.047|0.00577|117.016|0.00632|231847|11|0.106|-7.099|1|4|audio_features|0.712
The Other Side Of The Door (Taylor’s Version)|1cSFlSBdpT4F5vb1frQ231|0.432|0.873|0.0577|0.0|163.936|0.0279|238444|4|0.167|-4.367|1|4|audio_features|0.629
This Week|3yIZgYN7AKO3cDueyhpuCS|0.891|0.525|0.214|0.0|133.126|0.00214|196864|10|0.0887|-7.666|0|4|audio_features|0.15
Just How It Is|5KYhIFNTp4VQUqlsbLWTTu|0.611|0.539|0.411|0.0|82.766|0.0485|207133|7|0.127|-10.617|1|4|audio_features|0.627
Suge|2gwkD6igEhQbDQegRCcdoB|0.876|0.662|0.426|0.0|75.445|0.0608|163320|2|0.127|-6.482|0|4|audio_features|0.844
Fuckst mich nur ab|0y8mJFmm4ogCHnfe0oTuT6|0.817|0.468|0.287|0.0894|104.875|0.233|182931|1|0.0905|-10.945|1|4|audio_features|0.237
Everyday|6zOhgKfbMiQWToE6K13s2s|0.668|0.756|0.0382|0.0|149.908|0.0346|204827|1|0.0793|-3.904|1|4|audio_features|0.474
Into the Unknown|3Z0oQ8r78OUaHvGPiDBR3W|0.323|0.405|0.0413|0.000544|145.104|0.849|194848|10|0.138|-8.533|0|5|audio_features|0.274
Im Schatten der Feigenbäume|4RXaGSgu3taiAD1ZjZtnF2|0.651|0.704|0.291|0.0|82.871|0.129|189020|5|0.423|-5.915|0|4|audio_features|0.5
Dream Girl - Remix|099tjv6oy2opbpCOA3nBwX|0.767|0.643|0.101|0.000104|169.99|0.216|192452|5|0.0806|-5.225|1|4|audio_features|0.536
Run|6KL88T4Ma4ABXqzgUoEwkd|0.682|0.72|0.0382|0.0|116.988|0.321|168260|11|0.205|-8.176|0|4|audio_features|0.649
drivers license|7lPN2DXiMsVn7XUKtOW1CS|0.585|0.436|0.0601|1.31e-05|143.874|0.721|242014|10|0.105|-8.761|1|4|audio_features|0.132
i Shyne|0AcHbiMs86CCgprvc7E1gs|0.776|0.732|0.081|0.0|144.076|0.175|153351|8|0.364|-3.719|1|4|audio_features|0.383
Danger (with Migos & Marshmello)|0nhVrTiCGiGRCoZOJiWzm1|0.814|0.743|0.159|0.0|107.996|0.152|214587|9|0.163|-2.968|1|4|audio_features|0.367
Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix]|0pk1hxhJLBSZZ5RKBhcwOa|0.808|0.655|0.139|0.0|116.029|0.0373|250280|11|0.208|-7.34|0|4|audio_features|0.56
Gone Are The Days (feat. James Gillespie)|1MGGLyAMVQo3T9gSEBJjyH|0.528|0.453|0.0396|1.06e-06|119.761|0.355|196678|4|0.104|-9.398|1|4|audio_features|0.281
Black & Chinese|2GByM82VgSrwywP6MVZmsm|0.667|0.848|0.0928|0.00291|159.15|0.00285|172017|1|0.125|-4.156|1|4|audio_features|0.361
Amanece|1LiN0Z98FkR1t0m8KmLcAH|0.79|0.631|0.0425|0.0|94.039|0.437|190005|8|0.158|-5.549|0|4|audio_features|0.889
Wow Wow (feat. Becky G)|4Yip3hds5IHyT7AqoNHfmX|0.744|0.679|0.0791|0.00429|176.024|0.0654|199773|5|0.0966|-3.51|1|4|audio_features|0.866
Tony Tone|52eYVUkFTOVozbVFIaFrnV|0.512|0.783|0.269|0.0|69.88|0.139|208373|1|0.0831|-4.013|1|4|audio_features|0.33
Iced Out My Arms (feat. Future, Migos, 21 Savage & T.I.)|2ClE3QfsNx9p0zjPKxmUYq|0.854|0.609|0.254|0.0|140.04|0.022|275533|11|0.134|-6.363|1|4|audio_features|0.323
OUT OUT (feat. Charli XCX & Saweetie)|6Dy1jexKYriXAVG6evyUTJ|0.787|0.833|0.0478|0.00747|123.97|0.018|162604|8|0.0374|-4.403|1|4|audio_features|0.796
Midnight Sky|27ycaQnQAxaPiyeg3nr2aB|0.705|0.814|0.0346|0.00312|110.0|0.00115|223279|4|0.203|-5.466|0|4|audio_features|0.259
ZTFO|0z36JaXXoFXuPuQucKEsdx|0.72|0.542|0.0482|3.5e-06|74.977|0.0514|136462|1|0.136|-7.583|1|4|audio_features|0.374
Soon You’ll Get Better (feat. The Chicks)|4AYtqFyFbX0Xkc2wtcygTr|0.433|0.182|0.0641|0.0|207.476|0.907|201587|0|0.123|-12.566|1|4|audio_features|0.421
Silence|7vGuf3Y35N4wmASOKLUVVU|0.52|0.761|0.0853|4.96e-06|141.971|0.256|180823|4|0.17|-3.093|1|4|audio_features|0.286
You Only Live Twice (with Lil Wayne & Rick Ross)|50ceCGZ3oD3U5caQV5bP6f|0.519|0.851|0.29|0.0|123.823|0.118|213104|7|0.178|-6.001|1|5|audio_features|0.711
Get It Right (feat. MØ)|68m6iwhKElLTBaGRG1LLwE|0.456|0.833|0.0964|1.71e-05|159.808|0.108|172500|0|0.0592|-4.242|1|4|audio_features|0.261
That’s It|5n6gBhdEjCuj3obgCoTEFD|0.94|0.532|0.358|0.0|123.043|0.12|228796|11|0.0925|-5.998|0|4|audio_features|0.599
Dynamite|4saklk6nie3yiGePpBwUoc|0.746|0.765|0.0993|0.0|114.044|0.0112|199054|6|0.0936|-4.41|0|4|audio_features|0.737
Runaway|1v1oIWf2Xgh54kIWuKsDf6|0.422|0.302|0.0372|7.83e-05|114.089|0.629|248827|11|0.104|-9.214|1|4|audio_features|0.123
Candy Paint|42CeaId2XNlxugDvyqHfDf|0.765|0.688|0.0841|0.0|90.013|0.633|229573|4|0.0734|-5.566|1|4|audio_features|0.434
MEGATRON|1ZDmxwg7Lywlx68b7SsJjj|0.893|0.641|0.272|8.06e-05|94.017|0.128|190747|1|0.086|-3.051|1|4|audio_features|0.771
Always Remember Us This Way|2rbDhOo9Fh61Bbu23T2qCk|0.553|0.502|0.0409|0.0|129.976|0.299|210200|0|0.764|-5.972|1|4|audio_features|0.296
Nobody Can Save Me|3dJj6o9o1fRgrojWjailuz|0.645|0.688|0.0341|0.0|139.957|0.0107|225547|11|0.186|-4.749|1|4|audio_features|0.433
Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)|1N90cV79gbBgO0bOs74Y0t|0.786|0.735|0.0495|0.0|110.124|0.362|229640|0|0.176|-4.502|0|4|audio_features|0.747
Radioactive|6Ep6BzIOB9tz3P4sWqiiAB|0.473|0.777|0.059|7.87e-05|136.249|0.119|186813|9|0.671|-3.698|1|4|audio_features|0.21
Wolke 10|14f1n3XCW3fQhAODW0CwLK|0.77|0.797|0.0693|3.81e-06|100.003|0.0662|172827|10|0.0858|-4.985|0|4|audio_features|0.393
The Happiest Christmas Tree - 2009 Digital Remaster|4WN9xLkAeINLPLaoeZ9ZW9|0.494|0.644|0.905|0.0|206.13|0.704|105347|0|0.781|-11.781|1|4|audio_features|0.866
Side To Side|44ONERBHALxftQNWq6dmyd|0.65|0.736|0.229|0.0|159.174|0.0513|226160|6|0.235|-5.84|0|4|audio_features|0.612
Zero Saudade - Ao Vivo|1hs2hRwPfyFLoYIf6jY1W7|0.543|0.902|0.0664|0.0|168.243|0.376|184640|6|0.378|-1.778|1|4|audio_features|0.839
Just for me|6OTKVgVpVaVjhRLYizPJKA|0.796|0.625|0.0645|0.00348|133.035|0.653|115801|0|0.187|-7.218|1|4|audio_features|0.641
Demons and Angels (feat. Juice WRLD)|3L19besdNQzd342qL78xqm|0.81|0.55|0.17|5.69e-06|76.503|0.0114|214593|2|0.107|-7.46|0|4|audio_features|0.183
Rich & Sad|2VdT56BGpdqNHUgOe1j5vc|0.599|0.571|0.0665|0.0|151.974|0.198|206453|2|0.0969|-4.998|1|4|audio_features|0.285
Famous|2HGymMoOdB4ZYv0AAqYmgF|0.534|0.815|0.0278|0.0|159.848|0.708|192520|5|0.111|-2.815|1|4|audio_features|0.564
12.38 (feat. 21 Savage, Ink & Kadhja Bonet)|011ZwIM48eD8ee2UBpG8nK|0.691|0.524|0.16|4.29e-05|164.047|0.197|392187|5|0.488|-9.718|1|4|audio_features|0.41
Réseaux|2nY6MRHWpW0AGXMoGDJOjX|0.795|0.667|0.225|0.0|150.072|0.168|196453|1|0.126|-6.429|1|4|audio_features|0.31
Solo Dolo, Pt. III|27oVCAziETRbNuo5A8LNpg|0.589|0.727|0.0866|0.0277|152.058|0.239|242267|10|0.164|-6.907|0|4|audio_features|0.52
The Git Up|5dW1VZPcFqB4n0P08rGDgm|0.847|0.678|0.109|0.0|97.984|0.0669|200594|9|0.274|-8.635|1|4|audio_features|0.811
Walk On Water|4U9arGcc4ATa7shChhLQP0|0.494|0.778|0.0359|0.0|139.963|0.000115|188228|8|0.0904|-7.041|1|4|audio_features|0.406
El Incomprendido|2mL37yB3f3Lfy4iiXV02Qf|0.754|0.841|0.135|0.0|128.019|0.113|267547|11|0.466|-3.19|1|4|audio_features|0.541
More Than You Know|71bBFbfn2OBK5QwUJSLS44|0.642|0.733|0.0343|0.0|123.075|0.0274|203000|5|0.266|-5.001|0|4|audio_features|0.519
Walk It Talk It|6n4U3TlzUGhdSFbUUhTvLP|0.907|0.633|0.184|2.6e-06|145.914|0.0876|276147|2|0.106|-5.145|1|4|audio_features|0.395
seoul (prod. HONNE)|73ipE4lfZ53pvBbJPXkiEK|0.587|0.664|0.0645|2.47e-05|99.8|0.344|275955|0|0.324|-8.63|1|4|audio_features|0.453
Respect|07KegcFokV4bBD1GvO1j6L|0.661|0.84|0.116|0.0|91.457|0.00485|237540|0|0.287|-4.805|1|4|audio_features|0.524
Sweet Dreams (Are Made of This) - Remastered|1TfqLAPs4K3s2rJMoCokcS|0.692|0.711|0.0317|0.0|125.135|0.225|216933|0|0.12|-7.498|0|4|audio_features|0.875
September|1mqlc0vEP9mU1kZgTi6LIQ|0.693|0.911|0.0305|0.000107|125.895|0.183|216520|9|0.3|-3.691|1|4|audio_features|0.982
Dark But Just A Game|1dBBmAddRRIw6GwF7dPz6z|0.397|0.262|0.0916|6.6e-06|80.434|0.842|235665|0|0.0999|-14.608|1|4|audio_features|0.124
STOOPID|1jQvUmf16VE9WQCPuK2e8K|0.733|0.63|0.395|0.0|149.989|0.13|152000|11|0.162|-4.296|1|4|audio_features|0.832
Salem's Interlude|0v75ti1d2M6pd0sC42UNNN|0.479|0.485|0.162|0.658|80.933|0.963|81933|7|0.152|-12.302|0|4|audio_features|0.457
Kafa Leyla|1BEo3epznRQuYhuQH8bZu9|0.765|0.858|0.317|0.0|90.08|0.325|154132|11|0.0786|-4.823|0|4|audio_features|0.871
Meia Noite (Você tem meu Whatsapp)|6sPBi0qLI6KM3yXX56NxsA|0.709|0.816|0.0346|0.0|150.06|0.685|237900|11|0.146|-4.787|0|4|audio_features|0.921
The Beautiful & Damned|2WWruw7ul9N7eqoHELyMc2|0.656|0.804|0.363|0.0|125.882|0.173|189307|8|0.837|-5.191|0|4|audio_features|0.314
7 Am Freestyle|1hHe7cirScEJWgAS0JFqTL|0.951|0.401|0.411|0.0|129.976|0.0185|192907|0|0.149|-8.92|0|4|audio_features|0.539
