track_name|track_uri|danceability|energy|speechiness|instrumentalness|tempo|acousticness|duration_ms|key|liveness|loudness|mode|time_signature|type|valence
Redemption Interlude|0bi1T5Y9aXT4JAOOU2NLcV|0.391|0.442|0.139|2.35e-05|115.501|0.633|85267|4|0.0835|-13.558|0|4|audio_features|0.148
4 Da Kidz|2ZDRkJrKbceJRgLKkuex14|0.41|0.602|0.0589|0.142|134.224|0.407|184240|5|0.635|-9.545|1|5|audio_features|0.393
SIR BAUDELAIRE (feat. DJ Drama)|4ydmav4vl7hebadtfZtMrg|0.467|0.635|0.154|4.16e-06|127.596|0.314|88625|7|0.844|-6.115|1|3|audio_features|0.51
Seek Bromance - Avicii Vocal Edit|6J7ZSdEEYo3ns4gnHdwRL0|0.515|0.837|0.0401|0.0|126.026|0.0868|203960|11|0.0403|-2.552|1|4|audio_features|0.52
Never Really Over|5PYQUBXc7NYeI1obMKSJK0|0.77|0.882|0.0602|0.0|99.991|0.194|223523|8|0.316|-4.792|1|4|audio_features|0.385
do re mi|6CUBgX8bXC5YQCkdgRHqyg|0.745|0.595|0.0486|1.13e-05|110.966|0.00483|212027|8|0.125|-6.35|1|3|audio_features|0.169
Vérité|1O1EqgvgRyj1ejZPUxI0UX|0.721|0.509|0.153|7.74e-05|157.022|0.423|199961|6|0.116|-9.356|0|4|audio_features|0.317
Mi Cama - Remix|38QmUDpkoYlNbMKvpvAsrE|0.815|0.784|0.0738|0.0|162.958|0.299|196320|9|0.0958|-4.423|1|4|audio_features|0.832
Lemon Pepper Freestyle (feat. Rick Ross)|4FRW5Nza1Ym91BGV4nFWXI|0.77|0.637|0.345|0.0|94.966|0.103|383037|1|0.171|-5.53|1|4|audio_features|0.431
Back In Blood (feat. Lil Durk)|7FGdjbZ32vMybPuP0IuE7d|0.759|0.538|0.384|0.0|146.933|0.151|184490|8|0.126|-8.256|0|4|audio_features|0.831
Ransom|1kBbgxAUc4HQv7cgIayIDH|0.745|0.642|0.287|0.0|179.974|0.0204|131280|7|0.0658|-6.257|0|4|audio_features|0.226
Christmas Time|0hnErtVKN1JyvfBNfpWDpO|0.505|0.443|0.0249|0.0|76.874|0.453|247933|0|0.0647|-8.649|1|4|audio_features|0.38
acting like that (feat. Machine Gun Kelly)|653lIkynLG6WiwoEfsY3Ri|0.522|0.9|0.0719|0.0|160.01|6.98e-05|191067|0|0.3|-2.631|0|4|audio_features|0.579
Alfred - Interlude|4EmunTy7kNBYQivOa8F6b8|0.429|0.231|0.402|0.0|74.545|0.878|30133|5|0.279|-20.43|1|5|audio_features|0.914
My Oasis (feat. Burna Boy)|2KoHxhRyWxJzA0VafWd5Nk|0.691|0.474|0.0583|0.000626|143.783|0.569|179917|10|0.099|-8.742|0|4|audio_features|0.381
Creature (feat. Swae Lee)|3eV2WT9YhfzkxbufnBF8wK|0.794|0.717|0.251|0.0|141.881|0.0511|202816|7|0.195|-5.73|1|4|audio_features|0.372
Ta To Gucci (Remix)|7kuRvjpeUcn6qNV9IBXC2C|0.73|0.648|0.378|0.000112|187.991|0.383|304859|1|0.103|-6.405|0|4|audio_features|0.675
Keanu Reeves|1JIgaRnqtzS7DuGM3hVZU9|0.712|0.891|0.24|0.0|170.13|0.0557|225933|2|0.133|-6.457|1|4|audio_features|0.799
Please Shut Up (feat. A$AP Rocky, KEY! & Gucci Mane)|3LyNsopPP3hXf8bZBE7cDk|0.859|0.424|0.27|0.0|145.886|0.102|210333|10|0.327|-6.155|1|4|audio_features|0.293
Breathe (feat. Colbie Caillat) (Taylor’s Version)|7HC7R2D8WjXVcUHJyEGjRs|0.506|0.626|0.0287|0.0|148.035|0.156|263377|1|0.228|-6.066|1|4|audio_features|0.321
6 AM|0bvHx0bCYwH6gj0f5WZV0R|0.745|0.661|0.0332|0.0|137.048|0.168|188782|8|0.106|-6.653|1|4|audio_features|0.807
Beautiful Trip|4IIuCotvqijraSdnVLaFnM|0.331|0.513|0.632|0.953|133.971|0.972|37013|11|0.882|-15.392|0|4|audio_features|0.42
Amazing Grace|71avPtayHSPwC2MUfRLOdC|0.181|0.264|0.0356|3.94e-05|69.302|0.92|244267|8|0.129|-8.177|1|3|audio_features|0.2
Lock It Up (feat. Anderson .Paak)|1qwMkkRiD5jqLeUUjfgblh|0.848|0.745|0.221|0.0|137.024|0.0949|170227|6|0.0796|-3.052|0|4|audio_features|0.516
Slow Hands|167NczpNbRF7oWakJaY3Hh|0.728|0.426|0.0509|0.0|85.908|0.0142|188174|0|0.0546|-6.69|1|4|audio_features|0.844
No Me Acuerdo|00EPIEnX1JFjff8sC6bccd|0.836|0.799|0.0873|0.0|94.033|0.187|217653|7|0.092|-4.247|0|4|audio_features|0.772
Meet Me on the Roof|3YCUPKddcFr4s6iL4mj6Xy|0.409|0.948|0.115|0.0|171.132|2.87e-05|159608|1|0.741|-5.908|0|4|audio_features|0.839
Street Runner|3JYxIozjRsvEmHrIvfFhud|0.613|0.61|0.246|0.000361|160.004|0.211|252021|5|0.152|-8.633|0|4|audio_features|0.433
Paper Planes|1kusepF3AacIEtUTYrw4GV|0.447|0.848|0.222|7.45e-05|172.247|0.033|203760|2|0.722|-6.175|1|4|audio_features|0.485
DOMINO|6h9xMouzZfgzhfAJJnVoZz|0.688|0.861|0.0476|0.0|160.04|0.0281|198720|7|0.0773|-2.187|1|4|audio_features|0.696
Indica Badu|0jqBo5RYn008f4ZY8kPewW|0.742|0.72|0.116|0.000846|77.011|0.0402|260320|0|0.0839|-2.876|1|4|audio_features|0.97
You Don’t Know Me|7gpIj4wMeTKptFxetrNKzY|0.501|0.264|0.0414|0.0|75.28|0.71|200473|11|0.102|-9.409|0|4|audio_features|0.495
King's Dead (with Kendrick Lamar, Future & James Blake)|51rXHuKN8Loc4sUlKPODgH|0.645|0.705|0.299|0.0|137.133|0.000813|229670|1|0.128|-5.008|1|4|audio_features|0.376
Still Goin Down|1d0rJOxrY9cpoAVgzyYLot|0.58|0.753|0.0267|0.0|148.122|0.488|186293|7|0.277|-5.08|1|4|audio_features|0.718
Faint|4Yf5bqU3NK4kNOypcrLYwU|0.554|0.978|0.131|0.0|135.095|0.111|162600|4|0.0731|-3.554|1|4|audio_features|0.594
too easy|4eL3XeuGaEoVT8ttDh3hwY|0.798|0.574|0.157|0.0|155.964|0.024|138587|1|0.122|-6.548|1|4|audio_features|0.309
Finesse - Remix; feat. Cardi B|3Vo4wInECJQuz9BIBMOu8i|0.704|0.859|0.0996|0.0|105.115|0.0185|217289|5|0.0215|-4.877|0|4|audio_features|0.926
Rebota - Remix|3dWpRjCmaHbroNahuSeX11|0.885|0.857|0.204|0.0|90.025|0.205|262000|0|0.671|-2.279|0|4|audio_features|0.818
Mi Gente|2rb5MvYT7ZIxbKW5hfcHx8|0.543|0.677|0.0993|6.21e-06|103.809|0.0148|189440|11|0.13|-4.915|0|4|audio_features|0.294
Summer Bummer (feat. A$AP Rocky & Playboi Carti)|0T8qHE4gQPf8g9KjvjNmDq|0.746|0.576|0.153|1.13e-05|134.944|0.0162|260672|1|0.19|-8.64|1|4|audio_features|0.124
Bonita|693iqPOQvhI7PobtR8CC8v|0.782|0.868|0.04|0.00252|96.042|0.0106|265747|5|0.29|-1.715|0|4|audio_features|0.884
Had Enough (feat. Quavo & Offset)|2jrAaawDRCn1JjeouxAyDN|0.748|0.789|0.103|0.0|147.957|0.262|157133|2|0.13|-4.579|1|4|audio_features|0.671
Kids Again|1ABS9lKaZ1uXkXCqr9zFO7|0.666|0.726|0.0262|0.0|128.044|0.486|207528|11|0.0892|-2.998|1|4|audio_features|0.468
Futsal Shuffle 2020 - Bonus Track|2fOlBMkWR7lXJfqp5VTbDG|0.879|0.448|0.222|0.0|136.985|0.0346|198913|7|0.224|-8.57|0|4|audio_features|0.278
Ela|2VUTPdW21gPVVTEmvdSwos|0.762|0.577|0.0521|0.0|130.08|0.406|185783|8|0.0936|-6.768|0|4|audio_features|0.533
Lot to Learn|2HzfRSfCogBSsgW2CckVA2|0.422|0.852|0.208|0.0|82.914|0.0845|248387|6|0.0687|-3.546|1|4|audio_features|0.666
Despacito - Remix|1vnnXMrBeEWiRg3YCMCjQq|0.649|0.798|0.178|0.0|177.899|0.226|230413|2|0.0711|-4.346|1|4|audio_features|0.857
Kiss My (Uh Oh)|0MWiSBKm8Avs8iDIxcertp|0.638|0.878|0.0484|0.000223|103.948|0.0151|176800|5|0.308|-3.639|0|4|audio_features|0.481
Belly, The Weeknd - Die For It (ft. Nas)|2Nc1v8I86FUGorwjXKo0in|0.657|0.492|0.136|0.0|97.107|0.392|199867|5|0.425|-9.612|0|4|audio_features|0.193
In Your Head|72i5s3SBDEkaRUOgUTlkfO|0.618|0.792|0.284|0.0|82.723|0.00194|182640|1|0.379|-5.267|1|4|audio_features|0.199
COMO UN BEBÉ|7knLcYCOSaURD0d7HUULFM|0.825|0.807|0.0949|4.79e-06|103.053|0.0732|218827|6|0.138|-5.753|1|4|audio_features|0.816
Teeth|1JRK7srBWUtAW7dPabKBwJ|0.755|0.448|0.0405|3.87e-06|139.028|0.0508|204887|3|0.11|-2.993|0|4|audio_features|0.431
Whoopty|1t9WgS8FN0534tLBRwbaxO|0.719|0.648|0.125|0.0|140.201|0.2|123263|3|0.127|-7.6|0|4|audio_features|0.66
Uh Huh|1eVRnmGhDPATPxz6kqWuCP|0.763|0.673|0.201|4.86e-05|137.937|0.127|177840|4|0.0751|-4.906|1|4|audio_features|0.554
Smells Like Teen Spirit|1f3yAtsJtY87CTmM8RLnxf|0.502|0.912|0.0564|0.000173|116.761|2.55e-05|301920|1|0.106|-4.556|1|4|audio_features|0.72
needy|1TEL6MlSSVLSdhOSddidlJ|0.647|0.309|0.0366|7.41e-06|87.045|0.78|171573|7|0.202|-7.948|0|4|audio_features|0.195
Wolke 10|200cTjC6si5Xz9af2QeHi2|0.77|0.797|0.0693|3.81e-06|100.003|0.0662|172827|10|0.0858|-4.985|0|4|audio_features|0.393
Prayers Up (feat. Travis Scott & A-Trak)|4KaIJ1FWXUoAAnOts1YWjD|0.821|0.637|0.161|0.0|86.01|0.433|204280|9|0.209|-4.276|0|4|audio_features|0.778
My Only Wish (This Year)|1UQbxSOVbauPxaUh337GTx|0.664|0.741|0.0277|0.0|147.077|0.216|255120|0|0.235|-7.399|1|4|audio_features|0.669
War|1I55Ea0zVoSKs6MqW7DQ3i|0.749|0.792|0.0826|0.0|144.064|0.292|180000|10|0.109|-4.151|0|4|audio_features|0.239
The Return|5ZcMWSpUeUPvO87FkSZbJB|0.801|0.958|0.177|0.0|90.012|0.116|252053|11|0.0833|-4.412|0|4|audio_features|0.652
sw1n6o - feat. Salmo|0I26eEAwEoii0wHuFqwhYO|0.569|0.828|0.0857|7.05e-06|169.982|0.122|184037|0|0.785|-5.554|0|4|audio_features|0.786
Diana (feat. King Combs)|4Tc9PHEoeP17PQj3OOKXPu|0.794|0.792|0.186|0.0|126.994|0.22|188976|7|0.0998|-6.889|1|4|audio_features|0.546
bad guy|2Fxmhks0bxGSBdJ92vM42m|0.701|0.425|0.375|0.13|135.128|0.328|194088|7|0.1|-10.965|1|4|audio_features|0.562
Lost|18XlJEroUwFo0tLZxscgXE|0.766|0.706|0.16|0.00028|142.989|0.223|172598|7|0.064|-6.553|0|4|audio_features|0.766
Comprei um Lança|12v6LfkX9YIR3uLefIAAYZ|0.652|0.723|0.112|0.000349|130.759|0.238|112346|7|0.0719|-7.576|1|3|audio_features|0.53
Por Favor|0Pki3Th0SL5rJ5e6ShUbJJ|0.752|0.761|0.0926|2.64e-06|98.025|0.209|199067|2|0.0625|-4.63|1|4|audio_features|0.697
Carry On|2yZax79pOrYuyIFVW2cZY2|0.735|0.197|0.537|0.000276|147.899|0.768|129720|3|0.296|-13.378|0|4|audio_features|0.383
Kelly Price (feat. Travis Scott)|204U3zjm9kkzX25Pr4Rdld|0.745|0.686|0.0313|0.0|121.978|0.528|363934|4|0.176|-5.7|0|4|audio_features|0.437
Stay High|1AnkdcHl86kEhDvhaKDuIe|0.745|0.5|0.136|0.0|76.968|0.439|168685|8|0.0943|-6.184|1|4|audio_features|0.433
Some Kind Of Drug (feat. Marc E. Bassy)|1Bqxj0aH5KewYHKUg1IdrF|0.634|0.525|0.47|0.0|130.271|0.0705|222467|0|0.0729|-8.968|1|4|audio_features|0.49
All My Love (feat. Conor Maynard)|1839RWzPRZCVgvamu4sHSN|0.59|0.871|0.0891|0.0|134.956|0.148|191331|11|0.0739|-3.353|0|4|audio_features|0.304
MoshPit (feat. Juice WRLD)|4KX8vXbouybtUptEyYxtIk|0.769|0.627|0.262|0.0|157.938|0.394|164038|7|0.106|-4.064|1|4|audio_features|0.49
Tomorrow's Dust|666PdikRnUzdvjT9p5wWND|0.616|0.804|0.0427|0.0998|99.002|0.0124|326840|0|0.553|-5.568|1|4|audio_features|0.627
Know My Rights (feat. Lil Baby)|7fsNNSLGG8Wi0nFbufCU6L|0.789|0.419|0.157|0.0257|117.988|0.249|194396|1|0.123|-9.874|0|4|audio_features|0.542
Freeee (Ghost Town Pt. 2)|7GRTrWsP3yo2Fx8umJfA1X|0.334|0.81|0.0632|0.0|151.643|0.00457|206605|9|0.158|-4.855|0|4|audio_features|0.306
I Still Have Faith In You|3ddxe0WYUpNPtSnHgQOad5|0.207|0.363|0.0306|5.24e-06|74.278|0.418|310720|5|0.128|-7.296|1|3|audio_features|0.358
Do The Most|7n0lXKEOaFxrAU0R93fIQh|0.67|0.634|0.294|0.0|204.113|0.0337|144098|8|0.0714|-6.682|1|4|audio_features|0.375
Chromatica II|0oQc0F6KUE7QY7k5TU6bic|0.184|0.297|0.0359|0.893|75.824|0.473|41867|2|0.527|-14.534|1|5|audio_features|0.113
Damaged|2n7Ao4nyESBa5ti8gcAbBt|0.625|0.581|0.0316|0.00111|142.04|0.553|150853|8|0.254|-7.1|1|4|audio_features|0.267
5G|4EmLZvANhzJKh2Dt4k2GQK|0.913|0.52|0.348|0.0|126.959|0.174|188976|6|0.0592|-8.581|0|4|audio_features|0.568
1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie)|4vIKzWqtn44umal5jXq4wE|0.778|0.589|0.269|0.0|98.001|0.467|212307|8|0.0902|-5.548|1|4|audio_features|0.513
Sugar (feat. Francesco Yates)|5tf1VVWniHgryyumXyJM7w|0.636|0.815|0.0581|0.0|123.063|0.0185|219043|5|0.163|-5.098|0|4|audio_features|0.636
Questions|5XQMr19TL7Mfksq9zihbOu|0.614|0.598|0.0561|0.0|105.803|0.00543|129478|10|0.1|-6.335|0|4|audio_features|0.565
Crack|52yZydTRNmxinmjt5hjk95|0.642|0.794|0.194|2.66e-05|195.034|0.0566|156613|8|0.133|-6.001|1|3|audio_features|0.352
Don't Leave Me Alone (feat. Anne-Marie)|2zy9TMoZlYGuCNY4TLqG24|0.694|0.617|0.0469|0.0|127.928|0.177|183747|4|0.11|-7.838|0|4|audio_features|0.496
Mary, Did You Know?|4z8sz6E4YyFuEkv5o7IJni|0.497|0.312|0.0269|0.0|105.036|0.302|203373|11|0.0968|-9.088|0|4|audio_features|0.177
Madura (feat. Bad Bunny)|0r9d60ZYPAlFHq8qnUtkXN|0.878|0.555|0.202|1.34e-06|88.029|0.138|190909|1|0.151|-7.639|0|4|audio_features|0.751
It's the Most Wonderful Time of the Year|5hslUAKq9I9CG2bAulFkHN|0.24|0.598|0.0369|0.0|201.629|0.766|151933|7|0.117|-8.435|1|3|audio_features|0.776
No Shame|5JSVa5i6lFPoyOzK4gj0Ox|0.576|0.815|0.0361|2.07e-06|90.972|0.0186|190894|7|0.158|-3.125|1|4|audio_features|0.445
They Afraid Of You|5CMUThHlepHR8c1xD0QYzs|0.637|0.616|0.0459|0.0|78.126|0.223|138469|1|0.181|-6.493|0|4|audio_features|0.414
medicine|03CbQgFxnBFoaaVJTfEqMD|0.615|0.858|0.0396|0.0|97.038|0.00393|227265|0|0.0789|-3.3|1|4|audio_features|0.323
My Type|5KBARWIxeMGkvUax9VtVC9|0.899|0.811|0.258|0.0|105.038|0.000677|126446|2|0.0672|-6.294|1|4|audio_features|0.587
Nights With You|5q5gzmbBS5yQzos2BvVr1t|0.763|0.671|0.1|1.16e-05|120.06|0.401|197495|1|0.375|-4.029|0|4|audio_features|0.602
2ollipop|5nL0vuUo0oBm26obUe5Ogu|0.768|0.756|0.0988|0.0|160.049|0.31|149306|7|0.0745|-5.402|1|4|audio_features|0.856
Moving On and Getting Over|1crSsvtU9wZB15dIQXV2QH|0.85|0.461|0.0531|0.0405|94.037|0.591|265360|6|0.0922|-9.018|0|4|audio_features|0.621
At My Worst|2tI4WyzqOOwC23S5m0kqcB|0.813|0.415|0.0349|0.0|91.921|0.777|170345|0|0.131|-5.926|1|4|audio_features|0.667
Be Yourself|7znO2T2deQ7nZUbyxEAMDB|0.57|0.535|0.212|3.71e-06|90.568|0.264|196861|7|0.111|-6.77|1|4|audio_features|0.0734
Jettski Grizzley (feat. Lil Pump)|2VKf0WEOpq06JE5PTNr9wa|0.875|0.878|0.179|0.0|100.042|0.0966|163200|8|0.333|-5.358|1|4|audio_features|0.381
When I Grow Up|0hWzB4dR1zwcokPvccww0k|0.817|0.814|0.185|0.0|109.994|0.32|196800|2|0.152|-3.985|1|4|audio_features|0.247
Cupid's Chokehold / Breakfast in America|2Lhdl74nwwVGOE2Gv35QuK|0.72|0.744|0.12|0.0|78.953|0.237|243773|1|0.255|-6.938|0|4|audio_features|0.619
DONT WANT IT|4vsJWPwWPS27gRM4oLjBNO|0.549|0.7|0.0392|0.0|82.604|0.12|130927|4|0.133|-6.07|0|4|audio_features|0.212
Sexual|3AsAuGTaDQzavZZThyYlop|0.803|0.569|0.0739|0.0|107.986|0.0623|188889|2|0.083|-7.392|1|4|audio_features|0.809
Nicki Nicole: Bzrp Music Sessions, Vol. 13|2S93hylQBYLndMnaJuso8S|0.81|0.471|0.0496|0.000197|75.003|0.00554|143292|8|0.134|-5.047|1|4|audio_features|0.391
911|2TksvaRivgAEj780DgRB73|0.795|0.655|0.0422|1.76e-06|93.029|0.076|215891|7|0.296|-3.815|1|4|audio_features|0.744
tolerate it|0PurA4JVJ8YQgSVopY8fn6|0.316|0.361|0.0488|2.67e-05|74.952|0.878|245440|9|0.0797|-10.381|1|5|audio_features|0.221
Feel Me|4MdcsdRj7i8eBm0qFjO4L4|0.71|0.808|0.0433|0.000773|99.989|0.44|226003|2|0.0734|-6.703|0|4|audio_features|0.392
Cornelia Street|12M5uqx0ZuwkpLp5rJim1a|0.824|0.624|0.0827|0.000189|102.012|0.781|287267|0|0.1|-9.728|1|4|audio_features|0.248
My Affection (with PARTYNEXTDOOR)|2aSM4sbNN7cSmpYOG0sf46|0.632|0.495|0.143|0.0|77.083|0.333|213933|7|0.0941|-8.335|1|4|audio_features|0.233
Love Is Madness (feat. Halsey)|04CyO54TZk5tEylFg2Df41|0.382|0.675|0.0441|0.000246|106.171|0.0128|234867|0|0.219|-6.56|1|1|audio_features|0.449
8 Letters|4zRZAmBQP8vhNPf9i9opXt|0.607|0.478|0.031|0.0|88.979|0.649|190027|1|0.0928|-5.702|0|4|audio_features|0.255
Aquelas Coisas|0FqVtQxRD3HsPltldG5v5M|0.682|0.873|0.0449|0.0|150.006|0.402|147072|6|0.0946|-4.163|1|4|audio_features|0.964
Holy Smokes|3EpF150nXMSNjiH0bbmXIL|0.437|0.527|0.465|0.0|187.815|0.185|181714|6|0.153|-6.967|1|4|audio_features|0.701
Pull Up N Wreck (With Metro Boomin)|0Gux2yTMWYOlcBUNjGJu5p|0.507|0.442|0.367|0.000148|173.03|0.0129|227707|10|0.174|-7.279|1|4|audio_features|0.107
Junya pt 2|7soCc4TpT99bOhJoCiMqFN|0.753|0.767|0.0731|0.0|148.13|0.309|182635|7|0.279|-3.773|1|4|audio_features|0.258
Instant Destiny|6WCXBUFa0z3l9DoOY3k5Xe|0.381|0.829|0.0598|0.000274|165.935|0.0226|194707|10|0.402|-4.564|1|4|audio_features|0.509
hope is a dangerous thing for a woman like me to have - but I have it|1PfUKiMDKIlPEF9FfdJawc|0.492|0.144|0.0708|1.84e-06|164.839|0.965|324302|7|0.161|-10.125|1|3|audio_features|0.274
Sex mit dir|0PEwVF6TStGXMTnQMAk9kl|0.845|0.559|0.0605|0.0372|119.951|0.375|173200|1|0.0965|-7.182|1|4|audio_features|0.43
Cherry|6eGMMPRVYzpssGgednRvzU|0.355|0.541|0.0608|0.00516|123.524|0.0457|180902|8|0.316|-9.667|0|3|audio_features|0.337
Puta Madre|6cHxkkZ3TZUKsjd13pIO1p|0.844|0.784|0.0346|0.0|125.974|0.47|209032|2|0.245|-6.218|0|4|audio_features|0.95
<3|4MZSqgwlE71CWZ6qQ3gkKm|0.631|0.665|0.229|1.7e-06|80.353|0.602|157967|10|0.152|-7.589|0|4|audio_features|0.634
Gang Gang|6RKkHI2fkmgZq7uQPPav8f|0.731|0.627|0.0754|0.0|90.03|0.261|181319|2|0.112|-9.76|1|4|audio_features|0.5
Birthday|5hff5RQeE84pznOt8WEWeO|0.609|0.785|0.0891|0.0|151.995|0.0502|181467|11|0.171|-3.32|1|4|audio_features|0.756
T'd Up|2Bv0MbaqYx2IrQa7Z6xBT0|0.829|0.575|0.107|2.42e-06|151.972|0.00468|232863|8|0.17|-6.667|1|4|audio_features|0.114
Nada|4K8cyoCDovlc4FvtUr2Hfx|0.684|0.808|0.061|1.02e-05|173.905|0.0518|174027|0|0.0858|-2.737|1|4|audio_features|0.712
BPM|2fHZHwEp6TP2ClC1S8ihVN|0.852|0.447|0.539|0.0214|160.065|0.291|182533|7|0.105|-12.241|0|4|audio_features|0.36
Tied Up (feat. Mr Eazi, RAYE and Jake Gosling)|0zC401uLD0oQFxeM4QW1dk|0.664|0.623|0.158|1.32e-05|180.183|0.0122|187333|1|0.0957|-5.357|0|4|audio_features|0.65
Runaway|1FBi1YWCAxlRmfuUbMINqO|0.399|0.591|0.052|0.0616|79.892|0.44|192760|6|0.446|-8.792|0|3|audio_features|0.175
Xerecard|1O74aTse7W5hd2rAvnEVaW|0.94|0.739|0.0441|0.000951|125.964|0.426|236112|4|0.286|-6.297|1|4|audio_features|0.962
Spoil My Night (feat. Swae Lee)|5VuxWXbt7XENQCtE9TzpTv|0.672|0.717|0.034|2.4e-05|160.981|0.341|194560|1|0.106|-2.714|1|4|audio_features|0.225
Prominent|4JxvECbZ3Oes1eUrmhQNSH|0.671|0.557|0.234|0.0|93.996|0.558|158555|11|0.101|-7.71|0|4|audio_features|0.414
simple times|1lNEXDlxVhsWaq2DLBUDgC|0.654|0.713|0.0846|0.0|80.043|0.628|167120|1|0.0837|-6.484|0|4|audio_features|0.694
God's Plan|6T8cJz5lAqGer9GUHGyelE|0.755|0.448|0.107|3.28e-05|77.179|0.0283|198960|7|0.514|-9.587|1|4|audio_features|0.318
Closed On Sunday|3JWiDGQX2eTlFvKj3Yssj3|0.799|0.291|0.0318|0.000641|97.984|0.873|151873|11|0.139|-7.353|0|4|audio_features|0.406
Diplomatic Immunity|5goGDc74vVREyN8al8CkPh|0.655|0.839|0.443|0.0|74.867|0.00534|255840|9|0.308|-5.076|0|4|audio_features|0.55
Malibu|1UZOjK1BwmwWU14Erba9CZ|0.573|0.781|0.0555|2.64e-05|139.934|0.0767|231907|8|0.0813|-6.406|1|4|audio_features|0.343
Saint|5RRw66jDLIzgIqwA7ABJ9o|0.855|0.642|0.0557|0.0|150.081|0.00953|140793|1|0.104|-3.701|1|4|audio_features|0.0696
Modern Slavery|7CRVv14VLogIh8BZLcRpJM|0.744|0.739|0.224|0.0|134.008|0.00161|148560|4|0.28|-3.735|0|4|audio_features|0.507
bloody valentine|6mADjHs6FXdroPzEGW6KVJ|0.533|0.858|0.0766|0.0|160.057|0.00021|205159|2|0.148|-4.212|1|4|audio_features|0.506
The Git Up|2KKijf6Ett4kmVNJze2roh|0.847|0.678|0.109|0.0|97.984|0.0669|200594|9|0.274|-8.635|1|4|audio_features|0.811
Faith|3orEOtd8CPL8GFlpRpKuoE|0.375|0.605|0.0729|0.0448|175.946|0.612|283227|0|0.147|-7.268|0|4|audio_features|0.128
Devam (feat. Luciano & Ezhel)|4ow1etGbQ8kfbAT3QPlmhN|0.768|0.511|0.155|0.0|134.944|0.227|164321|1|0.145|-6.225|0|4|audio_features|0.571
Eyes Closed|4UqlViBXM2Aqn4yGHMmRGv|0.565|0.681|0.0419|8.43e-06|130.156|0.0231|202439|1|0.0852|-4.995|0|4|audio_features|0.0399
Make Me Feel|79GsUxLyzxgnN4I1E11dtO|0.859|0.413|0.182|0.0|115.035|0.132|194230|1|0.334|-7.399|1|4|audio_features|0.697
Dans l'univers|3OmMEncU5Z8hZJVKwAMZpk|0.662|0.424|0.161|0.000217|131.938|0.322|244320|11|0.14|-9.949|1|4|audio_features|0.208
VOCE|1eIS75JS5rfbJpSu6ZC9EO|0.615|0.834|0.0667|0.0|112.602|0.105|211411|8|0.157|-5.471|1|4|audio_features|0.341
Pure Water (with Migos)|63cd4JkwGgYJrbOizbfmsp|0.68|0.559|0.129|0.0|202.006|0.172|194520|0|0.318|-5.545|1|4|audio_features|0.137
Male|5BxBGvLJdwBBjCYJRdezxM|0.598|0.687|0.0341|0.0|157.001|0.0113|161873|9|0.289|-6.444|0|4|audio_features|0.422
Deep End (Lil Baby & Gunna)|16QjPRt5HYK0dnLGmGRCvf|0.658|0.535|0.515|0.0|150.055|0.257|174662|11|0.0981|-8.197|1|4|audio_features|0.395
Bye Bye|5gc6e6b4ZLAxhLeVtgWe9c|0.805|0.595|0.0759|0.0|150.062|0.24|184000|11|0.0722|-6.86|0|4|audio_features|0.685
World Is Yours (Lil Baby & Gunna)|0p0jvYdazuWBMC8QacxpUH|0.834|0.557|0.543|0.0|109.867|0.113|157199|6|0.0694|-7.148|1|4|audio_features|0.575
You & I|2afCBiru10AFckfOa49wIa|0.574|0.329|0.0274|0.0|130.993|0.22|237933|1|0.0986|-6.829|1|4|audio_features|0.356
La flaca|2LsbizbOeNa4x6qsi2jAMb|0.871|0.481|0.0383|5.54e-05|103.063|0.52|261200|7|0.0809|-9.068|1|4|audio_features|0.664
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix|3iw6V4LH7yPj1ESORX9RIN|0.722|0.893|0.0475|0.000937|119.932|0.0441|116750|0|0.0673|-3.255|0|4|audio_features|0.439
Let Me|7Fg342AJtNsIDdwCfX0paC|0.46|0.567|0.0515|6.04e-06|168.419|0.239|185703|9|0.0934|-5.637|1|4|audio_features|0.189
Wait (feat. A Boogie Wit da Hoodie)|0SvxydoxEEkXt9aMAqTfpB|0.707|0.608|0.0548|0.0|126.121|0.0628|190476|8|0.118|-4.514|1|4|audio_features|0.414
Everyday|4EAV2cKiqKP5UPZmY6dejk|0.667|0.741|0.0378|0.0|149.908|0.0425|204747|1|0.0761|-4.099|1|4|audio_features|0.422
The Christmas Song (Shawn Mendes & Camila Cabello)|66VenHDtrQAw7FCjyF2J56|0.341|0.181|0.0366|0.0|83.608|0.888|196254|2|0.137|-12.073|0|4|audio_features|0.212
Danny Phantom (feat. XXXTENTACION)|4LYNt6hWctTuZWYiwafuD6|0.634|0.804|0.477|0.0|147.259|0.162|136377|11|0.351|-6.688|0|4|audio_features|0.809
Ricchi x Sempre|0kHTkvGavvk2MjBTSUtOZx|0.599|0.734|0.413|0.0|211.842|0.196|223787|3|0.187|-7.568|0|4|audio_features|0.133
working|31sSFHIe4NaxltVFOEIcTa|0.783|0.435|0.0588|0.0|106.974|0.282|210220|7|0.0833|-7.78|1|4|audio_features|0.512
Might as Well|572NmogOEHowA9JdNqh036|0.914|0.545|0.459|0.0|134.057|0.119|207754|1|0.395|-7.323|1|4|audio_features|0.802
